user_id_x,follower_id,name,author,content,country,date_time,id,language,latitude,longitude,number_of_likes,number_of_shares,user_id_y
43366650,339811914,,instagram,Lobbying for trans rights with @TheOrdinaryGrl_  #TransWeek https://t.co/ds0flOhdl9,,20/11/2016 18:30,8.00406e+17,en,,,532,95,339811914
40832800,339811914,,instagram,Lobbying for trans rights with @TheOrdinaryGrl_  #TransWeek https://t.co/ds0flOhdl9,,20/11/2016 18:30,8.00406e+17,en,,,532,95,339811914
330892519,339811914,,instagram,Lobbying for trans rights with @TheOrdinaryGrl_  #TransWeek https://t.co/ds0flOhdl9,,20/11/2016 18:30,8.00406e+17,en,,,532,95,339811914
347501598,339811914,,instagram,Lobbying for trans rights with @TheOrdinaryGrl_  #TransWeek https://t.co/ds0flOhdl9,,20/11/2016 18:30,8.00406e+17,en,,,532,95,339811914
15154767,339811914,,instagram,Lobbying for trans rights with @TheOrdinaryGrl_  #TransWeek https://t.co/ds0flOhdl9,,20/11/2016 18:30,8.00406e+17,en,,,532,95,339811914
122439303,339811914,,instagram,Lobbying for trans rights with @TheOrdinaryGrl_  #TransWeek https://t.co/ds0flOhdl9,,20/11/2016 18:30,8.00406e+17,en,,,532,95,339811914
43196716,339811914,,instagram,Lobbying for trans rights with @TheOrdinaryGrl_  #TransWeek https://t.co/ds0flOhdl9,,20/11/2016 18:30,8.00406e+17,en,,,532,95,339811914
37601193,339811914,,instagram,Lobbying for trans rights with @TheOrdinaryGrl_  #TransWeek https://t.co/ds0flOhdl9,,20/11/2016 18:30,8.00406e+17,en,,,532,95,339811914
295281993,339811914,,instagram,Lobbying for trans rights with @TheOrdinaryGrl_  #TransWeek https://t.co/ds0flOhdl9,,20/11/2016 18:30,8.00406e+17,en,,,532,95,339811914
36618690,339811914,,instagram,Lobbying for trans rights with @TheOrdinaryGrl_  #TransWeek https://t.co/ds0flOhdl9,,20/11/2016 18:30,8.00406e+17,en,,,532,95,339811914
43366650,339811914,,instagram,Did you know you could colorblock in Instagram Stories? Check out @Refinery29's clever tips! https://t.co/b95JjmvNHN,,20/11/2016 16:00,8.00368e+17,en,,,844,188,339811914
40832800,339811914,,instagram,Did you know you could colorblock in Instagram Stories? Check out @Refinery29's clever tips! https://t.co/b95JjmvNHN,,20/11/2016 16:00,8.00368e+17,en,,,844,188,339811914
330892519,339811914,,instagram,Did you know you could colorblock in Instagram Stories? Check out @Refinery29's clever tips! https://t.co/b95JjmvNHN,,20/11/2016 16:00,8.00368e+17,en,,,844,188,339811914
347501598,339811914,,instagram,Did you know you could colorblock in Instagram Stories? Check out @Refinery29's clever tips! https://t.co/b95JjmvNHN,,20/11/2016 16:00,8.00368e+17,en,,,844,188,339811914
