user_id_x,follower_id,name,author,content,country,date_time,id,language,latitude,longitude,number_of_likes,number_of_shares,user_id_y
15402973,398549793,,jtimberlake,"God\, help us... 😂 https://t.co/3KZwzkfm46",,16/06/2015 13:25,6.108e+17,en,,,5676,2154,398549793
15324348,398549793,,jtimberlake,"God\, help us... 😂 https://t.co/3KZwzkfm46",,16/06/2015 13:25,6.108e+17,en,,,5676,2154,398549793
287789714,398549793,,jtimberlake,"God\, help us... 😂 https://t.co/3KZwzkfm46",,16/06/2015 13:25,6.108e+17,en,,,5676,2154,398549793
29393268,398549793,,jtimberlake,"God\, help us... 😂 https://t.co/3KZwzkfm46",,16/06/2015 13:25,6.108e+17,en,,,5676,2154,398549793
23686455,398549793,,jtimberlake,"God\, help us... 😂 https://t.co/3KZwzkfm46",,16/06/2015 13:25,6.108e+17,en,,,5676,2154,398549793
7196312,398549793,,jtimberlake,"God\, help us... 😂 https://t.co/3KZwzkfm46",,16/06/2015 13:25,6.108e+17,en,,,5676,2154,398549793
282262606,398549793,,jtimberlake,"God\, help us... 😂 https://t.co/3KZwzkfm46",,16/06/2015 13:25,6.108e+17,en,,,5676,2154,398549793
446541494,398549793,,jtimberlake,"God\, help us... 😂 https://t.co/3KZwzkfm46",,16/06/2015 13:25,6.108e+17,en,,,5676,2154,398549793
66107294,398549793,,jtimberlake,"God\, help us... 😂 https://t.co/3KZwzkfm46",,16/06/2015 13:25,6.108e+17,en,,,5676,2154,398549793
54871400,398549793,,jtimberlake,"God\, help us... 😂 https://t.co/3KZwzkfm46",,16/06/2015 13:25,6.108e+17,en,,,5676,2154,398549793
23933514,398549793,,jtimberlake,"God\, help us... 😂 https://t.co/3KZwzkfm46",,16/06/2015 13:25,6.108e+17,en,,,5676,2154,398549793
30824363,398549793,,jtimberlake,"God\, help us... 😂 https://t.co/3KZwzkfm46",,16/06/2015 13:25,6.108e+17,en,,,5676,2154,398549793
15402973,398549793,,jtimberlake,Looking forward to Tahoe. FORE!!!! @ACChampionship  #ACCGolf. ( Tune in NBC July 17-19 http://t.co/5tlCqLB4Sn),,12/06/2015 23:43,6.09506e+17,en,,,1951,700,398549793
15324348,398549793,,jtimberlake,Looking forward to Tahoe. FORE!!!! @ACChampionship  #ACCGolf. ( Tune in NBC July 17-19 http://t.co/5tlCqLB4Sn),,12/06/2015 23:43,6.09506e+17,en,,,1951,700,398549793
287789714,398549793,,jtimberlake,Looking forward to Tahoe. FORE!!!! @ACChampionship  #ACCGolf. ( Tune in NBC July 17-19 http://t.co/5tlCqLB4Sn),,12/06/2015 23:43,6.09506e+17,en,,,1951,700,398549793
29393268,398549793,,jtimberlake,Looking forward to Tahoe. FORE!!!! @ACChampionship  #ACCGolf. ( Tune in NBC July 17-19 http://t.co/5tlCqLB4Sn),,12/06/2015 23:43,6.09506e+17,en,,,1951,700,398549793
23686455,398549793,,jtimberlake,Looking forward to Tahoe. FORE!!!! @ACChampionship  #ACCGolf. ( Tune in NBC July 17-19 http://t.co/5tlCqLB4Sn),,12/06/2015 23:43,6.09506e+17,en,,,1951,700,398549793
7196312,398549793,,jtimberlake,Looking forward to Tahoe. FORE!!!! @ACChampionship  #ACCGolf. ( Tune in NBC July 17-19 http://t.co/5tlCqLB4Sn),,12/06/2015 23:43,6.09506e+17,en,,,1951,700,398549793
282262606,398549793,,jtimberlake,Looking forward to Tahoe. FORE!!!! @ACChampionship  #ACCGolf. ( Tune in NBC July 17-19 http://t.co/5tlCqLB4Sn),,12/06/2015 23:43,6.09506e+17,en,,,1951,700,398549793
446541494,398549793,,jtimberlake,Looking forward to Tahoe. FORE!!!! @ACChampionship  #ACCGolf. ( Tune in NBC July 17-19 http://t.co/5tlCqLB4Sn),,12/06/2015 23:43,6.09506e+17,en,,,1951,700,398549793
66107294,398549793,,jtimberlake,Looking forward to Tahoe. FORE!!!! @ACChampionship  #ACCGolf. ( Tune in NBC July 17-19 http://t.co/5tlCqLB4Sn),,12/06/2015 23:43,6.09506e+17,en,,,1951,700,398549793
54871400,398549793,,jtimberlake,Looking forward to Tahoe. FORE!!!! @ACChampionship  #ACCGolf. ( Tune in NBC July 17-19 http://t.co/5tlCqLB4Sn),,12/06/2015 23:43,6.09506e+17,en,,,1951,700,398549793
23933514,398549793,,jtimberlake,Looking forward to Tahoe. FORE!!!! @ACChampionship  #ACCGolf. ( Tune in NBC July 17-19 http://t.co/5tlCqLB4Sn),,12/06/2015 23:43,6.09506e+17,en,,,1951,700,398549793
