user_id_x,follower_id,name,author,content,country,date_time,id,language,latitude,longitude,number_of_likes,number_of_shares,user_id_y
133273095,94350212,,taylorswift13,Sharing a stage with @alessiacara and @idinamenzel was the perfect way to end this amazing chapter. Thanks ladies ☃💕 https://t.co/7UvqdtP5qM,,01/11/2015 09:19,6.60748e+17,en,,,77563,28801,94350212
37707750,94350212,,taylorswift13,Sharing a stage with @alessiacara and @idinamenzel was the perfect way to end this amazing chapter. Thanks ladies ☃💕 https://t.co/7UvqdtP5qM,,01/11/2015 09:19,6.60748e+17,en,,,77563,28801,94350212
21071513,94350212,,taylorswift13,Sharing a stage with @alessiacara and @idinamenzel was the perfect way to end this amazing chapter. Thanks ladies ☃💕 https://t.co/7UvqdtP5qM,,01/11/2015 09:19,6.60748e+17,en,,,77563,28801,94350212
49381350,94350212,,taylorswift13,Sharing a stage with @alessiacara and @idinamenzel was the perfect way to end this amazing chapter. Thanks ladies ☃💕 https://t.co/7UvqdtP5qM,,01/11/2015 09:19,6.60748e+17,en,,,77563,28801,94350212
46723559,94350212,,taylorswift13,Sharing a stage with @alessiacara and @idinamenzel was the perfect way to end this amazing chapter. Thanks ladies ☃💕 https://t.co/7UvqdtP5qM,,01/11/2015 09:19,6.60748e+17,en,,,77563,28801,94350212
29306373,94350212,,taylorswift13,Sharing a stage with @alessiacara and @idinamenzel was the perfect way to end this amazing chapter. Thanks ladies ☃💕 https://t.co/7UvqdtP5qM,,01/11/2015 09:19,6.60748e+17,en,,,77563,28801,94350212
26156716,94350212,,taylorswift13,Sharing a stage with @alessiacara and @idinamenzel was the perfect way to end this amazing chapter. Thanks ladies ☃💕 https://t.co/7UvqdtP5qM,,01/11/2015 09:19,6.60748e+17,en,,,77563,28801,94350212
18690700,94350212,,taylorswift13,Sharing a stage with @alessiacara and @idinamenzel was the perfect way to end this amazing chapter. Thanks ladies ☃💕 https://t.co/7UvqdtP5qM,,01/11/2015 09:19,6.60748e+17,en,,,77563,28801,94350212
133273095,94350212,,taylorswift13,"""The cold never bothered me anyway"" \r\n*QUICK CHANGE*\r\n@idinamenzel \r\n#letitgo #1989TourTampa https://t.co/Ua6JcGk8or",,01/11/2015 05:37,6.60692e+17,en,,,64429,29160,94350212
37707750,94350212,,taylorswift13,"""The cold never bothered me anyway"" \r\n*QUICK CHANGE*\r\n@idinamenzel \r\n#letitgo #1989TourTampa https://t.co/Ua6JcGk8or",,01/11/2015 05:37,6.60692e+17,en,,,64429,29160,94350212
21071513,94350212,,taylorswift13,"""The cold never bothered me anyway"" \r\n*QUICK CHANGE*\r\n@idinamenzel \r\n#letitgo #1989TourTampa https://t.co/Ua6JcGk8or",,01/11/2015 05:37,6.60692e+17,en,,,64429,29160,94350212
49381350,94350212,,taylorswift13,"""The cold never bothered me anyway"" \r\n*QUICK CHANGE*\r\n@idinamenzel \r\n#letitgo #1989TourTampa https://t.co/Ua6JcGk8or",,01/11/2015 05:37,6.60692e+17,en,,,64429,29160,94350212
46723559,94350212,,taylorswift13,"""The cold never bothered me anyway"" \r\n*QUICK CHANGE*\r\n@idinamenzel \r\n#letitgo #1989TourTampa https://t.co/Ua6JcGk8or",,01/11/2015 05:37,6.60692e+17,en,,,64429,29160,94350212
29306373,94350212,,taylorswift13,"""The cold never bothered me anyway"" \r\n*QUICK CHANGE*\r\n@idinamenzel \r\n#letitgo #1989TourTampa https://t.co/Ua6JcGk8or",,01/11/2015 05:37,6.60692e+17,en,,,64429,29160,94350212
26156716,94350212,,taylorswift13,"""The cold never bothered me anyway"" \r\n*QUICK CHANGE*\r\n@idinamenzel \r\n#letitgo #1989TourTampa https://t.co/Ua6JcGk8or",,01/11/2015 05:37,6.60692e+17,en,,,64429,29160,94350212
18690700,94350212,,taylorswift13,"""The cold never bothered me anyway"" \r\n*QUICK CHANGE*\r\n@idinamenzel \r\n#letitgo #1989TourTampa https://t.co/Ua6JcGk8or",,01/11/2015 05:37,6.60692e+17,en,,,64429,29160,94350212
133273095,94350212,,taylorswift13,"I honestly couldn't be more impressed by @alessiacara. 55\,000 people and she was absolutely fearless. https://t.co/btwupLZCLv",,01/11/2015 05:35,6.60692e+17,en,,,51191,18098,94350212
37707750,94350212,,taylorswift13,"I honestly couldn't be more impressed by @alessiacara. 55\,000 people and she was absolutely fearless. https://t.co/btwupLZCLv",,01/11/2015 05:35,6.60692e+17,en,,,51191,18098,94350212
21071513,94350212,,taylorswift13,"I honestly couldn't be more impressed by @alessiacara. 55\,000 people and she was absolutely fearless. https://t.co/btwupLZCLv",,01/11/2015 05:35,6.60692e+17,en,,,51191,18098,94350212
49381350,94350212,,taylorswift13,"I honestly couldn't be more impressed by @alessiacara. 55\,000 people and she was absolutely fearless. https://t.co/btwupLZCLv",,01/11/2015 05:35,6.60692e+17,en,,,51191,18098,94350212
46723559,94350212,,taylorswift13,"I honestly couldn't be more impressed by @alessiacara. 55\,000 people and she was absolutely fearless. https://t.co/btwupLZCLv",,01/11/2015 05:35,6.60692e+17,en,,,51191,18098,94350212
29306373,94350212,,taylorswift13,"I honestly couldn't be more impressed by @alessiacara. 55\,000 people and she was absolutely fearless. https://t.co/btwupLZCLv",,01/11/2015 05:35,6.60692e+17,en,,,51191,18098,94350212
26156716,94350212,,taylorswift13,"I honestly couldn't be more impressed by @alessiacara. 55\,000 people and she was absolutely fearless. https://t.co/btwupLZCLv",,01/11/2015 05:35,6.60692e+17,en,,,51191,18098,94350212
18690700,94350212,,taylorswift13,"I honestly couldn't be more impressed by @alessiacara. 55\,000 people and she was absolutely fearless. https://t.co/btwupLZCLv",,01/11/2015 05:35,6.60692e+17,en,,,51191,18098,94350212
133273095,94350212,,taylorswift13,About to play the last show of the US 1989 Tour. \r\nFeelings EVERYWHERE.\r\n#1989TourTampa,,31/10/2015 23:49,6.60605e+17,en,,,64049,22196,94350212
37707750,94350212,,taylorswift13,About to play the last show of the US 1989 Tour. \r\nFeelings EVERYWHERE.\r\n#1989TourTampa,,31/10/2015 23:49,6.60605e+17,en,,,64049,22196,94350212
21071513,94350212,,taylorswift13,About to play the last show of the US 1989 Tour. \r\nFeelings EVERYWHERE.\r\n#1989TourTampa,,31/10/2015 23:49,6.60605e+17,en,,,64049,22196,94350212
49381350,94350212,,taylorswift13,About to play the last show of the US 1989 Tour. \r\nFeelings EVERYWHERE.\r\n#1989TourTampa,,31/10/2015 23:49,6.60605e+17,en,,,64049,22196,94350212
46723559,94350212,,taylorswift13,About to play the last show of the US 1989 Tour. \r\nFeelings EVERYWHERE.\r\n#1989TourTampa,,31/10/2015 23:49,6.60605e+17,en,,,64049,22196,94350212
29306373,94350212,,taylorswift13,About to play the last show of the US 1989 Tour. \r\nFeelings EVERYWHERE.\r\n#1989TourTampa,,31/10/2015 23:49,6.60605e+17,en,,,64049,22196,94350212
26156716,94350212,,taylorswift13,About to play the last show of the US 1989 Tour. \r\nFeelings EVERYWHERE.\r\n#1989TourTampa,,31/10/2015 23:49,6.60605e+17,en,,,64049,22196,94350212
18690700,94350212,,taylorswift13,About to play the last show of the US 1989 Tour. \r\nFeelings EVERYWHERE.\r\n#1989TourTampa,,31/10/2015 23:49,6.60605e+17,en,,,64049,22196,94350212
133273095,94350212,,taylorswift13,"With every passing day\, Olivia looks less like a cat and more like a melting snowman.\r\n\r\nHappy #NationalCatDay 🐱⛄️ https://t.co/5iHXCBuZo7",,29/10/2015 21:40,6.59847e+17,en,,,92025,34787,94350212
37707750,94350212,,taylorswift13,"With every passing day\, Olivia looks less like a cat and more like a melting snowman.\r\n\r\nHappy #NationalCatDay 🐱⛄️ https://t.co/5iHXCBuZo7",,29/10/2015 21:40,6.59847e+17,en,,,92025,34787,94350212
21071513,94350212,,taylorswift13,"With every passing day\, Olivia looks less like a cat and more like a melting snowman.\r\n\r\nHappy #NationalCatDay 🐱⛄️ https://t.co/5iHXCBuZo7",,29/10/2015 21:40,6.59847e+17,en,,,92025,34787,94350212
49381350,94350212,,taylorswift13,"With every passing day\, Olivia looks less like a cat and more like a melting snowman.\r\n\r\nHappy #NationalCatDay 🐱⛄️ https://t.co/5iHXCBuZo7",,29/10/2015 21:40,6.59847e+17,en,,,92025,34787,94350212
46723559,94350212,,taylorswift13,"With every passing day\, Olivia looks less like a cat and more like a melting snowman.\r\n\r\nHappy #NationalCatDay 🐱⛄️ https://t.co/5iHXCBuZo7",,29/10/2015 21:40,6.59847e+17,en,,,92025,34787,94350212
29306373,94350212,,taylorswift13,"With every passing day\, Olivia looks less like a cat and more like a melting snowman.\r\n\r\nHappy #NationalCatDay 🐱⛄️ https://t.co/5iHXCBuZo7",,29/10/2015 21:40,6.59847e+17,en,,,92025,34787,94350212
26156716,94350212,,taylorswift13,"With every passing day\, Olivia looks less like a cat and more like a melting snowman.\r\n\r\nHappy #NationalCatDay 🐱⛄️ https://t.co/5iHXCBuZo7",,29/10/2015 21:40,6.59847e+17,en,,,92025,34787,94350212
18690700,94350212,,taylorswift13,"With every passing day\, Olivia looks less like a cat and more like a melting snowman.\r\n\r\nHappy #NationalCatDay 🐱⛄️ https://t.co/5iHXCBuZo7",,29/10/2015 21:40,6.59847e+17,en,,,92025,34787,94350212
133273095,94350212,,taylorswift13,This is one of my favorite covers I've heard of Out of the Woods-- amazing job @4kingandcountry 👑✨🎤\r\n\r\nhttps://t.co/z8GySLXGCu,,29/10/2015 18:07,6.59794e+17,en,,,26638,10687,94350212
37707750,94350212,,taylorswift13,This is one of my favorite covers I've heard of Out of the Woods-- amazing job @4kingandcountry 👑✨🎤\r\n\r\nhttps://t.co/z8GySLXGCu,,29/10/2015 18:07,6.59794e+17,en,,,26638,10687,94350212
21071513,94350212,,taylorswift13,This is one of my favorite covers I've heard of Out of the Woods-- amazing job @4kingandcountry 👑✨🎤\r\n\r\nhttps://t.co/z8GySLXGCu,,29/10/2015 18:07,6.59794e+17,en,,,26638,10687,94350212
49381350,94350212,,taylorswift13,This is one of my favorite covers I've heard of Out of the Woods-- amazing job @4kingandcountry 👑✨🎤\r\n\r\nhttps://t.co/z8GySLXGCu,,29/10/2015 18:07,6.59794e+17,en,,,26638,10687,94350212
46723559,94350212,,taylorswift13,This is one of my favorite covers I've heard of Out of the Woods-- amazing job @4kingandcountry 👑✨🎤\r\n\r\nhttps://t.co/z8GySLXGCu,,29/10/2015 18:07,6.59794e+17,en,,,26638,10687,94350212
