user_id_x,follower_id,name,author,content,country,date_time,id,language,latitude,longitude,number_of_likes,number_of_shares,user_id_y
129631184,108766329,,jimmyfallon,"Tonight: Kristen Stewart\, @jimbelushi\, and music from @Yolandalive! #FallonTonight",,11/08/2015 16:23,6.31139e+17,en,,,1635,470,108766329
222868205,108766329,,jimmyfallon,"Tonight: Kristen Stewart\, @jimbelushi\, and music from @Yolandalive! #FallonTonight",,11/08/2015 16:23,6.31139e+17,en,,,1635,470,108766329
127684106,108766329,,jimmyfallon,"Tonight: Kristen Stewart\, @jimbelushi\, and music from @Yolandalive! #FallonTonight",,11/08/2015 16:23,6.31139e+17,en,,,1635,470,108766329
104181863,108766329,,jimmyfallon,"Tonight: Kristen Stewart\, @jimbelushi\, and music from @Yolandalive! #FallonTonight",,11/08/2015 16:23,6.31139e+17,en,,,1635,470,108766329
160565602,108766329,,jimmyfallon,"Tonight: Kristen Stewart\, @jimbelushi\, and music from @Yolandalive! #FallonTonight",,11/08/2015 16:23,6.31139e+17,en,,,1635,470,108766329
162732886,108766329,,jimmyfallon,"Tonight: Kristen Stewart\, @jimbelushi\, and music from @Yolandalive! #FallonTonight",,11/08/2015 16:23,6.31139e+17,en,,,1635,470,108766329
149718191,108766329,,jimmyfallon,"Tonight: Kristen Stewart\, @jimbelushi\, and music from @Yolandalive! #FallonTonight",,11/08/2015 16:23,6.31139e+17,en,,,1635,470,108766329
142758563,108766329,,jimmyfallon,"Tonight: Kristen Stewart\, @jimbelushi\, and music from @Yolandalive! #FallonTonight",,11/08/2015 16:23,6.31139e+17,en,,,1635,470,108766329
175431001,108766329,,jimmyfallon,"Tonight: Kristen Stewart\, @jimbelushi\, and music from @Yolandalive! #FallonTonight",,11/08/2015 16:23,6.31139e+17,en,,,1635,470,108766329
129034582,108766329,,jimmyfallon,"Tonight: Kristen Stewart\, @jimbelushi\, and music from @Yolandalive! #FallonTonight",,11/08/2015 16:23,6.31139e+17,en,,,1635,470,108766329
134548250,108766329,,jimmyfallon,"Tonight: Kristen Stewart\, @jimbelushi\, and music from @Yolandalive! #FallonTonight",,11/08/2015 16:23,6.31139e+17,en,,,1635,470,108766329
166214735,108766329,,jimmyfallon,"Tonight: Kristen Stewart\, @jimbelushi\, and music from @Yolandalive! #FallonTonight",,11/08/2015 16:23,6.31139e+17,en,,,1635,470,108766329
129631184,108766329,,jimmyfallon,"Played a fun game of Catchphrase with @Chris_Meloni\, @LukeBryanOnline and Higgins https://t.co/7AUaqPlg9L #FallonTonight",,11/08/2015 14:04,6.31104e+17,en,,,1344,293,108766329
