user_id_x,follower_id,name,author,content,country,date_time,id,language,latitude,longitude,number_of_likes,number_of_shares,user_id_y
44579763,316994994,,rihanna,Happy Birthday Grandfadda Bravo!!!!! You are so special to all of us!!! If it wasn't for you buying… http://t.co/NFljFf3Wft,,03/11/2013 14:10,3.97003e+17,en,,,2166,1761,316994994
11696732,316994994,,rihanna,Happy Birthday Grandfadda Bravo!!!!! You are so special to all of us!!! If it wasn't for you buying… http://t.co/NFljFf3Wft,,03/11/2013 14:10,3.97003e+17,en,,,2166,1761,316994994
49492585,316994994,,rihanna,Happy Birthday Grandfadda Bravo!!!!! You are so special to all of us!!! If it wasn't for you buying… http://t.co/NFljFf3Wft,,03/11/2013 14:10,3.97003e+17,en,,,2166,1761,316994994
18142375,316994994,,rihanna,Happy Birthday Grandfadda Bravo!!!!! You are so special to all of us!!! If it wasn't for you buying… http://t.co/NFljFf3Wft,,03/11/2013 14:10,3.97003e+17,en,,,2166,1761,316994994
226542784,316994994,,rihanna,Happy Birthday Grandfadda Bravo!!!!! You are so special to all of us!!! If it wasn't for you buying… http://t.co/NFljFf3Wft,,03/11/2013 14:10,3.97003e+17,en,,,2166,1761,316994994
277570942,316994994,,rihanna,Happy Birthday Grandfadda Bravo!!!!! You are so special to all of us!!! If it wasn't for you buying… http://t.co/NFljFf3Wft,,03/11/2013 14:10,3.97003e+17,en,,,2166,1761,316994994
192318065,316994994,,rihanna,Happy Birthday Grandfadda Bravo!!!!! You are so special to all of us!!! If it wasn't for you buying… http://t.co/NFljFf3Wft,,03/11/2013 14:10,3.97003e+17,en,,,2166,1761,316994994
174702420,316994994,,rihanna,Happy Birthday Grandfadda Bravo!!!!! You are so special to all of us!!! If it wasn't for you buying… http://t.co/NFljFf3Wft,,03/11/2013 14:10,3.97003e+17,en,,,2166,1761,316994994
237742285,316994994,,rihanna,Happy Birthday Grandfadda Bravo!!!!! You are so special to all of us!!! If it wasn't for you buying… http://t.co/NFljFf3Wft,,03/11/2013 14:10,3.97003e+17,en,,,2166,1761,316994994
8170292,316994994,,rihanna,Happy Birthday Grandfadda Bravo!!!!! You are so special to all of us!!! If it wasn't for you buying… http://t.co/NFljFf3Wft,,03/11/2013 14:10,3.97003e+17,en,,,2166,1761,316994994
13939772,316994994,,rihanna,Happy Birthday Grandfadda Bravo!!!!! You are so special to all of us!!! If it wasn't for you buying… http://t.co/NFljFf3Wft,,03/11/2013 14:10,3.97003e+17,en,,,2166,1761,316994994
19526770,316994994,,rihanna,Happy Birthday Grandfadda Bravo!!!!! You are so special to all of us!!! If it wasn't for you buying… http://t.co/NFljFf3Wft,,03/11/2013 14:10,3.97003e+17,en,,,2166,1761,316994994
115897650,316994994,,rihanna,Happy Birthday Grandfadda Bravo!!!!! You are so special to all of us!!! If it wasn't for you buying… http://t.co/NFljFf3Wft,,03/11/2013 14:10,3.97003e+17,en,,,2166,1761,316994994
388818684,316994994,,rihanna,Happy Birthday Grandfadda Bravo!!!!! You are so special to all of us!!! If it wasn't for you buying… http://t.co/NFljFf3Wft,,03/11/2013 14:10,3.97003e+17,en,,,2166,1761,316994994
328957563,316994994,,rihanna,Happy Birthday Grandfadda Bravo!!!!! You are so special to all of us!!! If it wasn't for you buying… http://t.co/NFljFf3Wft,,03/11/2013 14:10,3.97003e+17,en,,,2166,1761,316994994
19149421,316994994,,rihanna,Happy Birthday Grandfadda Bravo!!!!! You are so special to all of us!!! If it wasn't for you buying… http://t.co/NFljFf3Wft,,03/11/2013 14:10,3.97003e+17,en,,,2166,1761,316994994
256248787,316994994,,rihanna,Happy Birthday Grandfadda Bravo!!!!! You are so special to all of us!!! If it wasn't for you buying… http://t.co/NFljFf3Wft,,03/11/2013 14:10,3.97003e+17,en,,,2166,1761,316994994
14133706,316994994,,rihanna,Happy Birthday Grandfadda Bravo!!!!! You are so special to all of us!!! If it wasn't for you buying… http://t.co/NFljFf3Wft,,03/11/2013 14:10,3.97003e+17,en,,,2166,1761,316994994
14154272,316994994,,rihanna,Happy Birthday Grandfadda Bravo!!!!! You are so special to all of us!!! If it wasn't for you buying… http://t.co/NFljFf3Wft,,03/11/2013 14:10,3.97003e+17,en,,,2166,1761,316994994
7589572,316994994,,rihanna,Happy Birthday Grandfadda Bravo!!!!! You are so special to all of us!!! If it wasn't for you buying… http://t.co/NFljFf3Wft,,03/11/2013 14:10,3.97003e+17,en,,,2166,1761,316994994
14104027,316994994,,rihanna,Happy Birthday Grandfadda Bravo!!!!! You are so special to all of us!!! If it wasn't for you buying… http://t.co/NFljFf3Wft,,03/11/2013 14:10,3.97003e+17,en,,,2166,1761,316994994
116798290,316994994,,rihanna,Happy Birthday Grandfadda Bravo!!!!! You are so special to all of us!!! If it wasn't for you buying… http://t.co/NFljFf3Wft,,03/11/2013 14:10,3.97003e+17,en,,,2166,1761,316994994
15944663,316994994,,rihanna,Happy Birthday Grandfadda Bravo!!!!! You are so special to all of us!!! If it wasn't for you buying… http://t.co/NFljFf3Wft,,03/11/2013 14:10,3.97003e+17,en,,,2166,1761,316994994
44579763,316994994,,rihanna,Phuck what happens tonight...,,03/11/2013 08:01,3.9691e+17,en,,,5932,7048,316994994
11696732,316994994,,rihanna,Phuck what happens tonight...,,03/11/2013 08:01,3.9691e+17,en,,,5932,7048,316994994
49492585,316994994,,rihanna,Phuck what happens tonight...,,03/11/2013 08:01,3.9691e+17,en,,,5932,7048,316994994
18142375,316994994,,rihanna,Phuck what happens tonight...,,03/11/2013 08:01,3.9691e+17,en,,,5932,7048,316994994
226542784,316994994,,rihanna,Phuck what happens tonight...,,03/11/2013 08:01,3.9691e+17,en,,,5932,7048,316994994
277570942,316994994,,rihanna,Phuck what happens tonight...,,03/11/2013 08:01,3.9691e+17,en,,,5932,7048,316994994
192318065,316994994,,rihanna,Phuck what happens tonight...,,03/11/2013 08:01,3.9691e+17,en,,,5932,7048,316994994
174702420,316994994,,rihanna,Phuck what happens tonight...,,03/11/2013 08:01,3.9691e+17,en,,,5932,7048,316994994
237742285,316994994,,rihanna,Phuck what happens tonight...,,03/11/2013 08:01,3.9691e+17,en,,,5932,7048,316994994
8170292,316994994,,rihanna,Phuck what happens tonight...,,03/11/2013 08:01,3.9691e+17,en,,,5932,7048,316994994
13939772,316994994,,rihanna,Phuck what happens tonight...,,03/11/2013 08:01,3.9691e+17,en,,,5932,7048,316994994
19526770,316994994,,rihanna,Phuck what happens tonight...,,03/11/2013 08:01,3.9691e+17,en,,,5932,7048,316994994
115897650,316994994,,rihanna,Phuck what happens tonight...,,03/11/2013 08:01,3.9691e+17,en,,,5932,7048,316994994
388818684,316994994,,rihanna,Phuck what happens tonight...,,03/11/2013 08:01,3.9691e+17,en,,,5932,7048,316994994
328957563,316994994,,rihanna,Phuck what happens tonight...,,03/11/2013 08:01,3.9691e+17,en,,,5932,7048,316994994
19149421,316994994,,rihanna,Phuck what happens tonight...,,03/11/2013 08:01,3.9691e+17,en,,,5932,7048,316994994
256248787,316994994,,rihanna,Phuck what happens tonight...,,03/11/2013 08:01,3.9691e+17,en,,,5932,7048,316994994
14133706,316994994,,rihanna,Phuck what happens tonight...,,03/11/2013 08:01,3.9691e+17,en,,,5932,7048,316994994
14154272,316994994,,rihanna,Phuck what happens tonight...,,03/11/2013 08:01,3.9691e+17,en,,,5932,7048,316994994
7589572,316994994,,rihanna,Phuck what happens tonight...,,03/11/2013 08:01,3.9691e+17,en,,,5932,7048,316994994
14104027,316994994,,rihanna,Phuck what happens tonight...,,03/11/2013 08:01,3.9691e+17,en,,,5932,7048,316994994
116798290,316994994,,rihanna,Phuck what happens tonight...,,03/11/2013 08:01,3.9691e+17,en,,,5932,7048,316994994
15944663,316994994,,rihanna,Phuck what happens tonight...,,03/11/2013 08:01,3.9691e+17,en,,,5932,7048,316994994
44579763,316994994,,rihanna,Just posted a photo http://t.co/JAWmUj04hk,,02/11/2013 06:17,3.96522e+17,en,,,1381,1160,316994994
11696732,316994994,,rihanna,Just posted a photo http://t.co/JAWmUj04hk,,02/11/2013 06:17,3.96522e+17,en,,,1381,1160,316994994
49492585,316994994,,rihanna,Just posted a photo http://t.co/JAWmUj04hk,,02/11/2013 06:17,3.96522e+17,en,,,1381,1160,316994994
18142375,316994994,,rihanna,Just posted a photo http://t.co/JAWmUj04hk,,02/11/2013 06:17,3.96522e+17,en,,,1381,1160,316994994
226542784,316994994,,rihanna,Just posted a photo http://t.co/JAWmUj04hk,,02/11/2013 06:17,3.96522e+17,en,,,1381,1160,316994994
277570942,316994994,,rihanna,Just posted a photo http://t.co/JAWmUj04hk,,02/11/2013 06:17,3.96522e+17,en,,,1381,1160,316994994
192318065,316994994,,rihanna,Just posted a photo http://t.co/JAWmUj04hk,,02/11/2013 06:17,3.96522e+17,en,,,1381,1160,316994994
174702420,316994994,,rihanna,Just posted a photo http://t.co/JAWmUj04hk,,02/11/2013 06:17,3.96522e+17,en,,,1381,1160,316994994
237742285,316994994,,rihanna,Just posted a photo http://t.co/JAWmUj04hk,,02/11/2013 06:17,3.96522e+17,en,,,1381,1160,316994994
8170292,316994994,,rihanna,Just posted a photo http://t.co/JAWmUj04hk,,02/11/2013 06:17,3.96522e+17,en,,,1381,1160,316994994
13939772,316994994,,rihanna,Just posted a photo http://t.co/JAWmUj04hk,,02/11/2013 06:17,3.96522e+17,en,,,1381,1160,316994994
19526770,316994994,,rihanna,Just posted a photo http://t.co/JAWmUj04hk,,02/11/2013 06:17,3.96522e+17,en,,,1381,1160,316994994
115897650,316994994,,rihanna,Just posted a photo http://t.co/JAWmUj04hk,,02/11/2013 06:17,3.96522e+17,en,,,1381,1160,316994994
388818684,316994994,,rihanna,Just posted a photo http://t.co/JAWmUj04hk,,02/11/2013 06:17,3.96522e+17,en,,,1381,1160,316994994
328957563,316994994,,rihanna,Just posted a photo http://t.co/JAWmUj04hk,,02/11/2013 06:17,3.96522e+17,en,,,1381,1160,316994994
19149421,316994994,,rihanna,Just posted a photo http://t.co/JAWmUj04hk,,02/11/2013 06:17,3.96522e+17,en,,,1381,1160,316994994
256248787,316994994,,rihanna,Just posted a photo http://t.co/JAWmUj04hk,,02/11/2013 06:17,3.96522e+17,en,,,1381,1160,316994994
14133706,316994994,,rihanna,Just posted a photo http://t.co/JAWmUj04hk,,02/11/2013 06:17,3.96522e+17,en,,,1381,1160,316994994
14154272,316994994,,rihanna,Just posted a photo http://t.co/JAWmUj04hk,,02/11/2013 06:17,3.96522e+17,en,,,1381,1160,316994994
7589572,316994994,,rihanna,Just posted a photo http://t.co/JAWmUj04hk,,02/11/2013 06:17,3.96522e+17,en,,,1381,1160,316994994
14104027,316994994,,rihanna,Just posted a photo http://t.co/JAWmUj04hk,,02/11/2013 06:17,3.96522e+17,en,,,1381,1160,316994994
116798290,316994994,,rihanna,Just posted a photo http://t.co/JAWmUj04hk,,02/11/2013 06:17,3.96522e+17,en,,,1381,1160,316994994
15944663,316994994,,rihanna,Just posted a photo http://t.co/JAWmUj04hk,,02/11/2013 06:17,3.96522e+17,en,,,1381,1160,316994994
44579763,316994994,,rihanna,"""Shy Girl"" by @gnlstudios #halloween13 http://t.co/7uPK0ILmcx",,01/11/2013 14:20,3.96281e+17,en,,,1629,1688,316994994
11696732,316994994,,rihanna,"""Shy Girl"" by @gnlstudios #halloween13 http://t.co/7uPK0ILmcx",,01/11/2013 14:20,3.96281e+17,en,,,1629,1688,316994994
49492585,316994994,,rihanna,"""Shy Girl"" by @gnlstudios #halloween13 http://t.co/7uPK0ILmcx",,01/11/2013 14:20,3.96281e+17,en,,,1629,1688,316994994
18142375,316994994,,rihanna,"""Shy Girl"" by @gnlstudios #halloween13 http://t.co/7uPK0ILmcx",,01/11/2013 14:20,3.96281e+17,en,,,1629,1688,316994994
226542784,316994994,,rihanna,"""Shy Girl"" by @gnlstudios #halloween13 http://t.co/7uPK0ILmcx",,01/11/2013 14:20,3.96281e+17,en,,,1629,1688,316994994
