user_id_x,follower_id,name,author,content,country,date_time,id,language,latitude,longitude,number_of_likes,number_of_shares,user_id_y
133273095,94350212,,taylorswift13,http://t.co/gl3iyxPVXa,,16/08/2014 16:27,5.0068e+17,und,,,9554,5434,94350212
37707750,94350212,,taylorswift13,http://t.co/gl3iyxPVXa,,16/08/2014 16:27,5.0068e+17,und,,,9554,5434,94350212
21071513,94350212,,taylorswift13,http://t.co/gl3iyxPVXa,,16/08/2014 16:27,5.0068e+17,und,,,9554,5434,94350212
49381350,94350212,,taylorswift13,http://t.co/gl3iyxPVXa,,16/08/2014 16:27,5.0068e+17,und,,,9554,5434,94350212
46723559,94350212,,taylorswift13,http://t.co/gl3iyxPVXa,,16/08/2014 16:27,5.0068e+17,und,,,9554,5434,94350212
29306373,94350212,,taylorswift13,http://t.co/gl3iyxPVXa,,16/08/2014 16:27,5.0068e+17,und,,,9554,5434,94350212
26156716,94350212,,taylorswift13,http://t.co/gl3iyxPVXa,,16/08/2014 16:27,5.0068e+17,und,,,9554,5434,94350212
18690700,94350212,,taylorswift13,http://t.co/gl3iyxPVXa,,16/08/2014 16:27,5.0068e+17,und,,,9554,5434,94350212
133273095,94350212,,taylorswift13,Love you forever and ever.“@BoyGeorge: Meeting Taylor Swift was a bit like meeting The Queen! It was funny! I'm just so South East London!”,,16/08/2014 02:29,5.00469e+17,en,,,12832,7063,94350212
37707750,94350212,,taylorswift13,Love you forever and ever.“@BoyGeorge: Meeting Taylor Swift was a bit like meeting The Queen! It was funny! I'm just so South East London!”,,16/08/2014 02:29,5.00469e+17,en,,,12832,7063,94350212
21071513,94350212,,taylorswift13,Love you forever and ever.“@BoyGeorge: Meeting Taylor Swift was a bit like meeting The Queen! It was funny! I'm just so South East London!”,,16/08/2014 02:29,5.00469e+17,en,,,12832,7063,94350212
49381350,94350212,,taylorswift13,Love you forever and ever.“@BoyGeorge: Meeting Taylor Swift was a bit like meeting The Queen! It was funny! I'm just so South East London!”,,16/08/2014 02:29,5.00469e+17,en,,,12832,7063,94350212
46723559,94350212,,taylorswift13,Love you forever and ever.“@BoyGeorge: Meeting Taylor Swift was a bit like meeting The Queen! It was funny! I'm just so South East London!”,,16/08/2014 02:29,5.00469e+17,en,,,12832,7063,94350212
29306373,94350212,,taylorswift13,Love you forever and ever.“@BoyGeorge: Meeting Taylor Swift was a bit like meeting The Queen! It was funny! I'm just so South East London!”,,16/08/2014 02:29,5.00469e+17,en,,,12832,7063,94350212
26156716,94350212,,taylorswift13,Love you forever and ever.“@BoyGeorge: Meeting Taylor Swift was a bit like meeting The Queen! It was funny! I'm just so South East London!”,,16/08/2014 02:29,5.00469e+17,en,,,12832,7063,94350212
18690700,94350212,,taylorswift13,Love you forever and ever.“@BoyGeorge: Meeting Taylor Swift was a bit like meeting The Queen! It was funny! I'm just so South East London!”,,16/08/2014 02:29,5.00469e+17,en,,,12832,7063,94350212
133273095,94350212,,taylorswift13,YAS ARI “@ArianaGrande: se excited for #TheGiver movie this weekend. I love the book 💜💜 http://t.co/sppNy95ydv”,,15/08/2014 21:20,5.00392e+17,en,,,16886,10880,94350212
37707750,94350212,,taylorswift13,YAS ARI “@ArianaGrande: se excited for #TheGiver movie this weekend. I love the book 💜💜 http://t.co/sppNy95ydv”,,15/08/2014 21:20,5.00392e+17,en,,,16886,10880,94350212
21071513,94350212,,taylorswift13,YAS ARI “@ArianaGrande: se excited for #TheGiver movie this weekend. I love the book 💜💜 http://t.co/sppNy95ydv”,,15/08/2014 21:20,5.00392e+17,en,,,16886,10880,94350212
49381350,94350212,,taylorswift13,YAS ARI “@ArianaGrande: se excited for #TheGiver movie this weekend. I love the book 💜💜 http://t.co/sppNy95ydv”,,15/08/2014 21:20,5.00392e+17,en,,,16886,10880,94350212
46723559,94350212,,taylorswift13,YAS ARI “@ArianaGrande: se excited for #TheGiver movie this weekend. I love the book 💜💜 http://t.co/sppNy95ydv”,,15/08/2014 21:20,5.00392e+17,en,,,16886,10880,94350212
29306373,94350212,,taylorswift13,YAS ARI “@ArianaGrande: se excited for #TheGiver movie this weekend. I love the book 💜💜 http://t.co/sppNy95ydv”,,15/08/2014 21:20,5.00392e+17,en,,,16886,10880,94350212
26156716,94350212,,taylorswift13,YAS ARI “@ArianaGrande: se excited for #TheGiver movie this weekend. I love the book 💜💜 http://t.co/sppNy95ydv”,,15/08/2014 21:20,5.00392e+17,en,,,16886,10880,94350212
18690700,94350212,,taylorswift13,YAS ARI “@ArianaGrande: se excited for #TheGiver movie this weekend. I love the book 💜💜 http://t.co/sppNy95ydv”,,15/08/2014 21:20,5.00392e+17,en,,,16886,10880,94350212
133273095,94350212,,taylorswift13,"Father/daughter vibes\, on-screen and off. The Giver is out TODAY!! http://t.co/vrqHShsFkU",,15/08/2014 20:53,5.00385e+17,en,,,11060,6926,94350212
37707750,94350212,,taylorswift13,"Father/daughter vibes\, on-screen and off. The Giver is out TODAY!! http://t.co/vrqHShsFkU",,15/08/2014 20:53,5.00385e+17,en,,,11060,6926,94350212
21071513,94350212,,taylorswift13,"Father/daughter vibes\, on-screen and off. The Giver is out TODAY!! http://t.co/vrqHShsFkU",,15/08/2014 20:53,5.00385e+17,en,,,11060,6926,94350212
49381350,94350212,,taylorswift13,"Father/daughter vibes\, on-screen and off. The Giver is out TODAY!! http://t.co/vrqHShsFkU",,15/08/2014 20:53,5.00385e+17,en,,,11060,6926,94350212
46723559,94350212,,taylorswift13,"Father/daughter vibes\, on-screen and off. The Giver is out TODAY!! http://t.co/vrqHShsFkU",,15/08/2014 20:53,5.00385e+17,en,,,11060,6926,94350212
29306373,94350212,,taylorswift13,"Father/daughter vibes\, on-screen and off. The Giver is out TODAY!! http://t.co/vrqHShsFkU",,15/08/2014 20:53,5.00385e+17,en,,,11060,6926,94350212
26156716,94350212,,taylorswift13,"Father/daughter vibes\, on-screen and off. The Giver is out TODAY!! http://t.co/vrqHShsFkU",,15/08/2014 20:53,5.00385e+17,en,,,11060,6926,94350212
18690700,94350212,,taylorswift13,"Father/daughter vibes\, on-screen and off. The Giver is out TODAY!! http://t.co/vrqHShsFkU",,15/08/2014 20:53,5.00385e+17,en,,,11060,6926,94350212
133273095,94350212,,taylorswift13,FALLON TONIGHT FALLON TONIGHT FALLON TONIGHT FALLON TONIGHT FALLON TONIGHT,,13/08/2014 22:07,4.99679e+17,en,,,23109,12426,94350212
37707750,94350212,,taylorswift13,FALLON TONIGHT FALLON TONIGHT FALLON TONIGHT FALLON TONIGHT FALLON TONIGHT,,13/08/2014 22:07,4.99679e+17,en,,,23109,12426,94350212
21071513,94350212,,taylorswift13,FALLON TONIGHT FALLON TONIGHT FALLON TONIGHT FALLON TONIGHT FALLON TONIGHT,,13/08/2014 22:07,4.99679e+17,en,,,23109,12426,94350212
49381350,94350212,,taylorswift13,FALLON TONIGHT FALLON TONIGHT FALLON TONIGHT FALLON TONIGHT FALLON TONIGHT,,13/08/2014 22:07,4.99679e+17,en,,,23109,12426,94350212
46723559,94350212,,taylorswift13,FALLON TONIGHT FALLON TONIGHT FALLON TONIGHT FALLON TONIGHT FALLON TONIGHT,,13/08/2014 22:07,4.99679e+17,en,,,23109,12426,94350212
29306373,94350212,,taylorswift13,FALLON TONIGHT FALLON TONIGHT FALLON TONIGHT FALLON TONIGHT FALLON TONIGHT,,13/08/2014 22:07,4.99679e+17,en,,,23109,12426,94350212
26156716,94350212,,taylorswift13,FALLON TONIGHT FALLON TONIGHT FALLON TONIGHT FALLON TONIGHT FALLON TONIGHT,,13/08/2014 22:07,4.99679e+17,en,,,23109,12426,94350212
